[15:57:26.304] |I| [load_app_impl]: cpu-backend: Dynarmic
[15:57:26.304] |I| [load_app_impl]: CPU Optimisation state: true
[15:57:26.304] |I| [load_app_impl]: at9 audio decoder state: true
[15:57:26.304] |I| [load_app_impl]: ngs experimental state: true
[15:57:26.304] |I| [load_app_impl]: video player state: true
[15:57:26.304] |I| [load_app_impl]: modules mode: Automatic
[15:57:26.304] |I| [load_app_impl]: Title: Kit piratage de Bentley™
[15:57:26.304] |I| [load_app_impl]: Serial: PCSF00251
[15:57:26.304] |I| [load_app_impl]: Version: 1.00
[15:57:26.304] |I| [load_app_impl]: Category: gd
[15:57:26.364] |C| [load_self]: Unknown segment type 0x6FFFFF01
[15:57:26.365] |I| [load_self]: Loaded module segment 0 @ [0x00007000 - 0x00042C2C / 0x81000000] (size: 0x0003BC2C) of module app0:sce_module/libc.suprx
[15:57:26.365] |I| [load_self]: Loaded module segment 1 @ [0x00043000 - 0x00045380 / 0x8103C000] (size: 0x00002380) of module app0:sce_module/libc.suprx
[15:57:26.365] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libc.suprx
[15:57:26.365] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x34540
[15:57:26.365] |W| [load_var_imports]: 	NID NOT FOUND 0xDF084DFA (UNRECOGNISED) at 0x37D88, setting to stub value 0xDEADBEEF
[15:57:26.366] |I| [pre_load_module]: Pre-load module SceLibc (at "sce_module/libc.suprx") loaded
[15:57:26.382] |C| [load_self]: Unknown segment type 0x6FFFFF01
[15:57:26.382] |I| [load_self]: Loaded module segment 0 @ [0x00047000 - 0x000683BC / 0x81000000] (size: 0x000213BC) of module app0:sce_module/libfios2.suprx
[15:57:26.382] |I| [load_self]: Loaded module segment 1 @ [0x00069000 - 0x0006E1B8 / 0x81022000] (size: 0x000051B8) of module app0:sce_module/libfios2.suprx
[15:57:26.382] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libfios2.suprx
[15:57:26.382] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x61D84
[15:57:26.382] |I| [pre_load_module]: Pre-load module SceLibFios2 (at "sce_module/libfios2.suprx") loaded
[15:57:26.389] |C| [load_self]: Unknown segment type 0x6FFFFF01
[15:57:26.389] |I| [load_self]: Loaded module segment 0 @ [0x0006F000 - 0x00082474 / 0x81000000] (size: 0x00013474) of module app0:sce_module/libult.suprx
[15:57:26.389] |I| [load_self]: Loaded module segment 1 @ [0x00083000 - 0x00083814 / 0x81014000] (size: 0x00000814) of module app0:sce_module/libult.suprx
[15:57:26.389] |I| [load_self]: Loading symbols for SELF: app0:sce_module/libult.suprx
[15:57:26.389] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x7E714
[15:57:26.390] |I| [pre_load_module]: Pre-load module SceUlt (at "sce_module/libult.suprx") loaded
[15:57:26.397] |I| [load_self]: Loaded module segment 0 @ [0x00084000 - 0x000D4F04 / 0x81000000] (size: 0x00050F04) of module vs0:sys/external/libSceFt2.suprx
[15:57:26.397] |I| [load_self]: Loaded module segment 1 @ [0x000D5000 - 0x000D52F4 / 0x81051000] (size: 0x000002F4) of module vs0:sys/external/libSceFt2.suprx
[15:57:26.397] |I| [load_self]: Loading symbols for SELF: vs0:sys/external/libSceFt2.suprx
[15:57:26.397] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0xC07DC
[15:57:26.397] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xBFF10
[15:57:26.397] |W| [load_var_imports]: 	NID NOT FOUND 0x93B8AA67 (UNRECOGNISED) at 0xD4EE0, setting to stub value 0xDEADBEEF
[15:57:26.398] |I| [pre_load_module]: Pre-load module SceLibft2 (at "sys/external/libSceFt2.suprx") loaded
[15:57:26.400] |I| [load_self]: Loaded module segment 0 @ [0x000D7000 - 0x000E6F14 / 0x81000000] (size: 0x0000FF14) of module vs0:sys/external/libpvf.suprx
[15:57:26.400] |I| [load_self]: Loaded module segment 1 @ [0x000E7000 - 0x000E7008 / 0x81010000] (size: 0x00000008) of module vs0:sys/external/libpvf.suprx
[15:57:26.400] |I| [load_self]: Loading symbols for SELF: vs0:sys/external/libpvf.suprx
[15:57:26.400] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0xE5710
[15:57:26.400] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0xE5300
[15:57:26.401] |I| [pre_load_module]: Pre-load module SceLibPvf (at "sys/external/libpvf.suprx") loaded
[15:57:26.541] |C| [load_self]: Unknown segment type 0x6FFFFF01
[15:57:26.541] |I| [load_self]: Loaded module segment 0 @ [0x81000000 - 0x81689E6C / 0x81000000] (size: 0x00689E6C) of module app0:eboot.bin
[15:57:26.541] |I| [load_self]: Loaded module segment 1 @ [0x8168A000 - 0x818D7088 / 0x8168A000] (size: 0x0024D088) of module app0:eboot.bin
[15:57:26.541] |I| [load_self]: Loading symbols for SELF: app0:eboot.bin
[15:57:26.541] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x81584990
[15:57:26.541] |D| [load_var_exports]: 	NID 0x70FBA1E7 (SCE_PROC_PARAMS) at 0x816C0A3C
[15:57:26.541] |I| [load_app_impl]: Main executable Sly4HackPack_Psp2_Disc_Shi (eboot.bin) loaded
[15:57:26.549] |D| [run_app]: Running module_start of library: SceLibc at address 0x75B1
[15:57:26.601] |I| [run_app]: Module SceLibc (at "app0:sce_module/libc.suprx") module_start returned 0x0
[15:57:26.605] |D| [run_app]: Running module_start of library: SceLibFios2 at address 0x47001
[15:57:26.613] |W| [stubbed_impl]: Stubbed sceKernelGetProcessId import called. (pid: 0)
